,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,Formation,Play
42359,1,14,17,DET,CHI,2,5,28,UNDER CENTER,RUSH
42360,1,13,38,DET,CHI,1,10,34,SHOTGUN,PASS
42362,1,9,42,CHI,DET,2,7,21,NO HUDDLE SHOTGUN,RUSH
42363,1,9,4,CHI,DET,3,3,25,NO HUDDLE SHOTGUN,PASS
42364,1,8,23,CHI,DET,1,10,31,SHOTGUN,PASS
42365,1,8,1,CHI,DET,2,4,37,NO HUDDLE,RUSH
42366,1,7,17,CHI,DET,1,10,43,UNDER CENTER,PASS
42367,1,6,57,CHI,DET,2,7,46,NO HUDDLE SHOTGUN,PASS
42368,1,2,22,DET,CHI,1,10,20,SHOTGUN,PASS
42369,1,2,17,DET,CHI,2,10,20,SHOTGUN,PASS
42370,1,1,29,DET,CHI,3,16,14,SHOTGUN,PASS
42371,1,0,50,DET,CHI,4,16,14,PUNT,KICK
42372,1,0,37,CHI,DET,1,10,15,SHOTGUN,RUSH
42374,2,15,0,CHI,DET,1,10,25,SHOTGUN,PASS
42375,2,14,25,CHI,DET,2,4,31,NO HUDDLE SHOTGUN,RUSH
42376,2,9,56,DET,CHI,2,10,31,SHOTGUN,PASS
42377,2,6,56,CHI,DET,1,10,44,UNDER CENTER,PASS
42379,2,6,28,CHI,DET,2,15,39,UNDER CENTER,RUSH
42380,2,3,54,DET,CHI,1,10,16,SHOTGUN,PASS
42381,2,3,9,DET,CHI,2,8,18,UNDER CENTER,PASS
42383,2,2,0,DET,CHI,2,9,32,SHOTGUN,PASS
42384,2,1,35,DET,CHI,1,10,44,NO HUDDLE SHOTGUN,PASS
42385,2,0,39,CHI,DET,1,10,35,SHOTGUN,PASS
42387,2,0,31,CHI,DET,2,13,32,SHOTGUN,PASS
42390,3,14,54,CHI,DET,1,10,17,SHOTGUN,RUSH
42391,3,14,27,CHI,DET,2,3,24,NO HUDDLE SHOTGUN,RUSH
42392,3,13,47,CHI,DET,3,1,26,SHOTGUN,RUSH
42393,3,13,7,CHI,DET,1,10,31,UNDER CENTER,PASS
42394,3,12,38,CHI,DET,2,6,35,NO HUDDLE SHOTGUN,RUSH
42396,3,11,52,CHI,DET,3,3,38,SHOTGUN,PASS
42401,3,5,22,DET,CHI,1,10,28,SHOTGUN,PASS
42402,3,4,46,DET,CHI,1,10,39,UNDER CENTER,RUSH
42403,3,4,7,DET,CHI,2,6,43,SHOTGUN,RUSH
42404,3,0,13,CHI,DET,2,13,14,SHOTGUN,RUSH
42405,4,15,0,CHI,DET,3,8,19,SHOTGUN,PASS
42406,4,14,39,CHI,DET,1,10,28,SHOTGUN,PASS
42407,4,12,33,DET,CHI,1,10,30,UNDER CENTER,PASS
42408,4,11,56,DET,CHI,2,2,38,UNDER CENTER,PASS
42410,4,8,37,CHI,DET,1,10,47,SHOTGUN,RUSH
42411,4,4,53,DET,CHI,1,10,15,UNDER CENTER,RUSH
42412,4,3,59,DET,CHI,2,13,12,SHOTGUN,PASS
42413,4,3,50,DET,CHI,3,13,12,SHOTGUN,PASS
42414,4,3,42,DET,CHI,4,13,12,PUNT,KICK
42415,4,3,35,CHI,DET,1,10,43,SHOTGUN,RUSH
42416,4,3,3,CHI,DET,2,8,45,NO HUDDLE SHOTGUN,PASS
42418,4,1,28,DET,CHI,1,10,44,UNDER CENTER,RUSH
42419,4,0,47,DET,CHI,2,11,43,UNDER CENTER,RUSH
42420,4,0,26,DET,CHI,3,12,42,UNDER CENTER,RUSH
42423,1,15,0,MIN,GB,1,10,20,UNDER CENTER,RUSH
42424,1,14,24,MIN,GB,2,9,21,UNDER CENTER,RUSH
42425,1,13,40,MIN,GB,1,10,31,SHOTGUN,PASS
42426,1,13,35,MIN,GB,2,10,31,UNDER CENTER,RUSH
42427,1,12,50,MIN,GB,3,11,30,SHOTGUN,PASS
42428,1,9,29,GB,MIN,1,5,37,UNDER CENTER,RUSH
42429,1,8,54,GB,MIN,2,6,36,UNDER CENTER,RUSH
42430,1,8,10,GB,MIN,3,3,39,SHOTGUN,PASS
42431,1,7,11,GB,MIN,4,1,41,UNDER CENTER,RUSH
42433,1,1,57,MIN,GB,1,10,24,UNDER CENTER,RUSH
42434,1,1,22,MIN,GB,2,4,30,UNDER CENTER,RUSH
42435,1,0,37,MIN,GB,3,2,32,SHOTGUN,PASS
42436,1,0,33,MIN,GB,4,2,32,PUNT,KICK
42437,2,12,58,GB,MIN,4,14,23,PUNT,KICK
42438,2,12,48,MIN,GB,1,10,16,UNDER CENTER,RUSH
42439,2,12,26,MIN,GB,2,10,16,NO HUDDLE,RUSH
42440,2,11,44,MIN,GB,3,8,18,SHOTGUN,PASS
42441,2,11,1,MIN,GB,1,10,40,UNDER CENTER,RUSH
42442,2,10,21,MIN,GB,2,8,42,SHOTGUN,PASS
42443,2,9,29,MIN,GB,3,7,43,SHOTGUN,PASS
42444,2,8,48,MIN,GB,4,10,40,PUNT,KICK
42445,2,8,41,GB,MIN,1,10,19,NO HUDDLE,RUSH
42446,2,8,11,GB,MIN,2,12,17,NO HUDDLE SHOTGUN,PASS
42448,2,2,55,GB,MIN,1,10,20,SHOTGUN,PASS
42449,2,2,26,GB,MIN,1,10,44,NO HUDDLE SHOTGUN,PASS
42451,2,0,46,MIN,GB,1,10,40,SHOTGUN,PASS
42452,2,0,40,MIN,GB,2,10,40,SHOTGUN,PASS
42455,2,0,8,GB,MIN,1,10,17,UNDER CENTER,RUSH
42458,3,10,23,GB,MIN,1,10,27,SHOTGUN,RUSH
42460,3,3,49,GB,MIN,1,10,33,NO HUDDLE SHOTGUN,PASS
42461,3,3,43,GB,MIN,2,10,33,NO HUDDLE SHOTGUN,RUSH
42462,3,3,14,GB,MIN,2,18,25,SHOTGUN,PASS
42464,4,13,27,MIN,GB,1,10,20,UNDER CENTER,RUSH
42465,4,12,49,MIN,GB,1,10,30,UNDER CENTER,RUSH
42466,4,12,7,MIN,GB,2,4,36,UNDER CENTER,RUSH
42467,4,11,47,MIN,GB,1,10,42,UNDER CENTER,RUSH
42468,4,11,5,MIN,GB,2,12,40,UNDER CENTER,PASS
42469,4,10,42,MIN,GB,3,14,38,SHOTGUN,PASS
42470,4,10,7,MIN,GB,4,4,48,PUNT,KICK
42471,4,10,0,GB,MIN,1,10,16,UNDER CENTER,PASS
42472,4,9,19,GB,MIN,1,10,33,NO HUDDLE SHOTGUN,PASS
42474,4,5,21,GB,MIN,1,10,23,SHOTGUN,PASS
42475,4,4,37,GB,MIN,1,10,40,NO HUDDLE SHOTGUN,PASS
42477,4,0,58,GB,MIN,1,10,42,SHOTGUN,PASS
42478,4,0,54,GB,MIN,2,10,42,NO HUDDLE SHOTGUN,PASS
42479,4,0,50,GB,MIN,3,10,42,NO HUDDLE SHOTGUN,PASS
42480,4,0,43,GB,MIN,4,10,42,NO HUDDLE SHOTGUN,PASS
42481,1,14,0,NO,ATL,1,10,32,SHOTGUN,PASS
42482,1,13,56,NO,ATL,2,10,32,UNDER CENTER,RUSH
42483,1,13,16,NO,ATL,3,8,34,SHOTGUN,PASS
42484,1,12,42,NO,ATL,4,3,39,PUNT,KICK
42485,1,12,34,ATL,NO,1,10,11,SHOTGUN,PASS
42486,1,11,57,ATL,NO,2,2,19,UNDER CENTER,RUSH
42487,1,11,27,ATL,NO,1,10,23,UNDER CENTER,RUSH
42488,1,11,0,ATL,NO,2,1,32,UNDER CENTER,RUSH
42489,1,10,24,ATL,NO,1,10,37,UNDER CENTER,RUSH
42490,1,9,56,ATL,NO,1,10,48,UNDER CENTER,PASS
42491,1,9,49,ATL,NO,2,10,48,UNDER CENTER,RUSH
42492,1,9,9,ATL,NO,3,10,48,SHOTGUN,PASS
42495,2,10,40,ATL,NO,1,10,22,UNDER CENTER,RUSH
42496,2,10,13,ATL,NO,2,8,24,UNDER CENTER,PASS
42497,2,10,7,ATL,NO,3,8,24,SHOTGUN,PASS
42499,2,3,0,ATL,NO,2,7,20,UNDER CENTER,PASS
42500,2,2,29,ATL,NO,2,10,47,SHOTGUN,PASS
42503,2,0,26,NO,ATL,1,10,20,UNDER CENTER,RUSH
42506,3,14,22,ATL,NO,1,10,32,UNDER CENTER,RUSH
42507,3,13,48,ATL,NO,2,9,33,UNDER CENTER,RUSH
42508,3,13,21,ATL,NO,3,2,40,UNDER CENTER,PASS
42509,3,12,41,ATL,NO,1,10,47,UNDER CENTER,RUSH
42510,3,12,8,ATL,NO,1,20,37,SHOTGUN,PASS
42511,3,12,4,ATL,NO,2,20,37,SHOTGUN,PASS
42512,3,10,46,ATL,NO,4,15,47,PUNT,KICK
42513,3,10,37,NO,ATL,1,10,8,UNDER CENTER,RUSH
42514,3,10,5,NO,ATL,1,10,18,UNDER CENTER,PASS
42515,3,9,29,NO,ATL,1,10,40,SHOTGUN,PASS
42516,3,8,52,NO,ATL,2,1,49,UNDER CENTER,RUSH
42517,3,4,45,ATL,NO,1,10,40,UNDER CENTER,RUSH
42518,3,4,3,ATL,NO,2,7,43,UNDER CENTER,RUSH
42519,3,3,17,ATL,NO,3,3,47,SHOTGUN,PASS
42520,4,12,34,NO,ATL,1,10,28,UNDER CENTER,PASS
42521,4,12,1,NO,ATL,2,6,32,SHOTGUN,PASS
42522,4,11,55,NO,ATL,3,6,32,SHOTGUN,PASS
42523,4,11,21,NO,ATL,1,10,45,UNDER CENTER,RUSH
42524,4,10,32,NO,ATL,2,15,40,UNDER CENTER,PASS
42525,4,9,49,NO,ATL,3,11,44,SHOTGUN,PASS
42528,1,12,43,CAR,TB,2,5,42,NO HUDDLE SHOTGUN,PASS
42529,1,8,30,TB,CAR,2,7,20,UNDER CENTER,RUSH
42530,1,7,50,TB,CAR,3,9,18,SHOTGUN,PASS
42531,1,7,15,TB,CAR,1,10,31,UNDER CENTER,PASS
42532,1,6,33,TB,CAR,2,2,39,UNDER CENTER,RUSH
42533,1,5,52,TB,CAR,1,10,41,UNDER CENTER,RUSH
42534,1,5,21,TB,CAR,2,5,46,UNDER CENTER,RUSH
42535,1,4,44,TB,CAR,3,4,47,SHOTGUN,PASS
42536,1,4,40,TB,CAR,4,4,47,PUNT,KICK
42538,1,1,23,CAR,TB,1,10,23,SHOTGUN,RUSH
42539,1,0,55,CAR,TB,2,8,25,NO HUDDLE SHOTGUN,PASS
42540,1,0,35,CAR,TB,1,10,46,NO HUDDLE SHOTGUN,PASS
42543,2,12,35,TB,CAR,1,10,20,UNDER CENTER,RUSH
42544,2,12,1,TB,CAR,2,9,21,SHOTGUN,PASS
42545,2,11,56,TB,CAR,3,9,21,SHOTGUN,PASS
42546,2,11,51,TB,CAR,4,9,21,PUNT,KICK
42547,2,11,43,CAR,TB,1,10,40,UNDER CENTER,PASS
42548,2,11,3,CAR,TB,2,22,28,NO HUDDLE SHOTGUN,PASS
42549,2,9,24,TB,CAR,2,10,20,UNDER CENTER,PASS
42550,2,8,46,TB,CAR,1,10,48,UNDER CENTER,PASS
42552,2,1,52,TB,CAR,1,10,20,SHOTGUN,PASS
42555,3,12,46,TB,CAR,3,4,37,SHOTGUN,PASS
42556,3,12,6,TB,CAR,4,12,29,PUNT,KICK
42557,3,11,57,CAR,TB,1,10,32,SHOTGUN,RUSH
42558,3,11,48,CAR,TB,2,12,30,UNDER CENTER,PASS
42559,3,8,11,TB,CAR,3,1,29,SHOTGUN,RUSH
42560,3,4,45,CAR,TB,1,10,20,SHOTGUN,PASS
42561,3,4,39,CAR,TB,1,10,40,NO HUDDLE SHOTGUN,RUSH
42562,3,4,3,CAR,TB,2,4,46,NO HUDDLE,RUSH
42563,3,1,29,TB,CAR,1,10,21,UNDER CENTER,RUSH
42564,3,0,49,TB,CAR,2,12,19,UNDER CENTER,PASS
42565,3,0,9,TB,CAR,3,8,23,SHOTGUN,PASS
42567,4,13,3,CAR,TB,1,15,38,SHOTGUN,PASS
42568,4,6,25,TB,CAR,1,20,36,SHOTGUN,PASS
42569,4,6,5,TB,CAR,2,19,37,SHOTGUN,PASS
42570,4,5,28,TB,CAR,3,8,48,SHOTGUN,PASS
42571,4,5,22,TB,CAR,4,8,48,SHOTGUN,PASS
42572,4,0,28,CAR,TB,2,11,23,UNDER CENTER,RUSH
42575,1,15,0,DEN,SD,1,10,20,SHOTGUN,PASS
42576,1,14,41,DEN,SD,2,2,28,NO HUDDLE,PASS
42578,1,14,29,SD,DEN,1,10,20,UNDER CENTER,RUSH
42579,1,13,46,SD,DEN,2,8,22,SHOTGUN,PASS
42580,1,13,15,SD,DEN,1,10,33,SHOTGUN,RUSH
42582,1,10,10,DEN,SD,1,10,20,UNDER CENTER,RUSH
42583,1,9,51,DEN,SD,1,10,33,UNDER CENTER,RUSH
42584,1,9,28,DEN,SD,2,9,34,NO HUDDLE,RUSH
42585,1,9,1,DEN,SD,1,10,45,NO HUDDLE,RUSH
42586,1,8,34,DEN,SD,2,7,48,NO HUDDLE,PASS
42587,1,8,21,SD,DEN,1,10,5,UNDER CENTER,RUSH
42588,1,7,49,SD,DEN,2,5,10,UNDER CENTER,RUSH
42589,1,7,9,SD,DEN,3,6,9,SHOTGUN,PASS
42590,1,7,4,SD,DEN,4,6,9,PUNT,KICK
42591,1,6,52,DEN,SD,1,10,35,UNDER CENTER,PASS
42594,2,14,14,SD,DEN,2,10,29,SHOTGUN,RUSH
42595,2,13,33,SD,DEN,3,6,33,NO HUDDLE SHOTGUN,PASS
42596,2,13,28,SD,DEN,4,6,33,PUNT,KICK
42597,2,13,16,DEN,SD,1,10,23,UNDER CENTER,RUSH
42598,2,8,27,SD,DEN,2,15,6,SHOTGUN,PASS
42599,2,7,46,SD,DEN,3,5,16,SHOTGUN,PASS
42600,2,7,14,SD,DEN,4,13,8,PUNT,KICK
42601,2,7,2,DEN,SD,1,10,49,UNDER CENTER,PASS
42602,2,4,15,SD,DEN,1,10,39,UNDER CENTER,RUSH
42603,2,3,33,SD,DEN,2,7,42,SHOTGUN,PASS
42604,2,2,50,SD,DEN,1,20,41,SHOTGUN,PASS
42605,2,2,31,SD,DEN,1,15,46,SHOTGUN,PASS
42607,2,0,44,DEN,SD,3,2,35,SHOTGUN,PASS
42608,2,0,38,DEN,SD,1,10,45,SHOTGUN,PASS
42609,2,0,34,DEN,SD,2,10,45,SHOTGUN,PASS
42610,2,0,25,DEN,SD,2,20,35,SHOTGUN,RUSH
42613,3,14,55,SD,DEN,1,10,20,SHOTGUN,RUSH
42614,3,14,23,SD,DEN,2,5,25,UNDER CENTER,RUSH
42615,3,13,43,SD,DEN,3,3,27,SHOTGUN,PASS
42616,3,13,19,SD,DEN,1,10,35,UNDER CENTER,RUSH
42617,3,12,49,SD,DEN,2,6,39,UNDER CENTER,RUSH
42618,3,12,7,SD,DEN,3,5,40,SHOTGUN,PASS
42620,3,8,18,DEN,SD,1,10,20,UNDER CENTER,RUSH
42621,3,5,29,DEN,SD,2,1,99,UNDER CENTER,RUSH
42623,3,5,24,SD,DEN,1,10,20,SHOTGUN,PASS
42624,3,4,40,SD,DEN,2,2,28,SHOTGUN,RUSH
42625,3,4,10,SD,DEN,1,10,31,SHOTGUN,PASS
42626,3,3,27,SD,DEN,2,5,36,SHOTGUN,PASS
42627,4,12,58,DEN,SD,1,10,20,UNDER CENTER,PASS
42628,4,12,29,DEN,SD,1,10,38,NO HUDDLE SHOTGUN,PASS
42631,4,9,45,SD,DEN,1,10,20,SHOTGUN,PASS
42632,4,9,18,SD,DEN,2,4,26,SHOTGUN,PASS
42633,4,3,31,SD,DEN,1,10,34,SHOTGUN,RUSH
42634,4,2,53,SD,DEN,1,10,46,SHOTGUN,RUSH
42637,4,1,40,DEN,SD,1,10,40,UNDER CENTER,RUSH
42639,4,1,34,DEN,SD,2,10,40,UNDER CENTER,RUSH
42640,1,15,0,ARI,SEA,1,10,20,UNDER CENTER,PASS
42641,1,14,18,ARI,SEA,1,10,35,SHOTGUN,PASS
42642,1,13,42,ARI,SEA,2,7,38,UNDER CENTER,RUSH
42643,1,13,1,ARI,SEA,3,6,39,SHOTGUN,PASS
42644,1,13,1,ARI,SEA,4,6,39,PUNT,KICK
42645,1,12,41,SEA,ARI,1,10,12,SHOTGUN,PASS
42646,1,12,0,SEA,ARI,2,2,20,UNDER CENTER,RUSH
42647,1,11,30,SEA,ARI,1,10,28,UNDER CENTER,PASS
42648,1,11,0,SEA,ARI,2,6,32,UNDER CENTER,RUSH
42649,1,10,16,SEA,ARI,3,5,33,SHOTGUN,PASS
42651,1,5,22,ARI,SEA,1,10,20,UNDER CENTER,RUSH
42652,1,4,42,ARI,SEA,2,10,20,SHOTGUN,PASS
42653,1,1,40,ARI,SEA,1,10,31,UNDER CENTER,RUSH
42654,1,1,1,ARI,SEA,2,5,36,UNDER CENTER,RUSH
42657,2,11,12,SEA,ARI,2,11,19,UNDER CENTER,PASS
42659,2,11,7,SEA,ARI,3,11,19,SHOTGUN,PASS
42660,2,4,27,ARI,SEA,2,10,31,SHOTGUN,PASS
42662,2,4,21,ARI,SEA,3,15,26,SHOTGUN,PASS
42663,2,4,15,ARI,SEA,4,15,26,PUNT,KICK
42666,2,2,8,ARI,SEA,1,10,20,SHOTGUN,PASS
42667,2,2,0,ARI,SEA,2,1,29,SHOTGUN,PASS
42668,2,1,56,ARI,SEA,3,1,29,SHOTGUN,PASS
42669,2,1,54,ARI,SEA,4,1,29,PUNT,KICK
42670,2,1,37,SEA,ARI,1,10,49,SHOTGUN,PASS
42673,3,0,20,SEA,ARI,4,14,44,PUNT,KICK
42674,4,14,56,ARI,SEA,3,15,20,SHOTGUN,PASS
42675,4,14,22,ARI,SEA,4,23,12,PUNT,KICK
42676,4,14,13,SEA,ARI,1,10,34,UNDER CENTER,RUSH
42678,4,13,16,SEA,ARI,2,10,34,UNDER CENTER,RUSH
42679,4,12,33,SEA,ARI,3,2,42,SHOTGUN,RUSH
42680,4,11,47,SEA,ARI,4,1,43,PUNT,KICK
42681,4,11,36,ARI,SEA,1,10,10,UNDER CENTER,RUSH
42682,4,10,59,ARI,SEA,2,11,9,UNDER CENTER,PASS
42683,4,10,21,ARI,SEA,1,10,25,SHOTGUN,PASS
42684,4,9,41,ARI,SEA,2,3,32,SHOTGUN,PASS
42685,4,5,13,SEA,ARI,1,10,40,UNDER CENTER,RUSH
42686,4,4,22,SEA,ARI,2,5,45,UNDER CENTER,RUSH
42687,4,3,43,SEA,ARI,3,2,48,SHOTGUN,PASS
42688,1,14,56,LA,SF,1,10,8,UNDER CENTER,PASS
42689,1,14,19,LA,SF,2,2,16,UNDER CENTER,RUSH
42690,1,13,40,LA,SF,1,10,20,UNDER CENTER,RUSH
42691,1,12,49,LA,SF,2,17,13,UNDER CENTER,PASS
42692,1,12,8,LA,SF,3,11,19,SHOTGUN,PASS
42693,1,12,2,LA,SF,4,11,19,PUNT,KICK
42696,1,10,26,LA,SF,1,10,13,UNDER CENTER,PASS
42698,1,5,24,LA,SF,1,10,11,UNDER CENTER,RUSH
42699,1,4,46,LA,SF,2,8,13,SHOTGUN,PASS
42700,1,4,4,LA,SF,3,1,20,UNDER CENTER,RUSH
42701,1,7,30,SF,LA,1,10,32,SHOTGUN,PASS
42702,1,6,59,SF,LA,2,8,34,SHOTGUN,RUSH
42703,1,6,17,SF,LA,3,8,34,SHOTGUN,PASS
42704,1,5,37,SF,LA,4,8,34,PUNT,KICK
42705,1,3,19,SF,LA,1,10,30,SHOTGUN,PASS
42706,1,2,46,SF,LA,2,5,35,UNDER CENTER,RUSH
42707,1,2,11,SF,LA,1,10,40,UNDER CENTER,PASS
42708,1,1,38,SF,LA,2,10,40,UNDER CENTER,RUSH
42709,2,8,22,LA,SF,2,6,24,UNDER CENTER,RUSH
42711,3,9,37,LA,SF,1,10,20,UNDER CENTER,PASS
42712,3,8,58,LA,SF,2,5,25,UNDER CENTER,RUSH
42713,2,2,38,SF,LA,1,10,43,SHOTGUN,RUSH
42714,2,1,31,SF,LA,1,10,20,SHOTGUN,PASS
42715,2,1,28,SF,LA,2,10,20,SHOTGUN,PASS
42716,2,1,7,SF,LA,1,10,34,NO HUDDLE SHOTGUN,PASS
42717,2,0,47,SF,LA,2,9,35,NO HUDDLE SHOTGUN,PASS
42718,2,0,41,SF,LA,3,9,35,SHOTGUN,PASS
42719,3,6,54,LA,SF,2,8,36,UNDER CENTER,PASS
42720,3,6,10,LA,SF,3,1,43,UNDER CENTER,RUSH
42721,3,5,33,LA,SF,1,10,45,UNDER CENTER,PASS
42722,3,1,13,SF,LA,1,10,42,UNDER CENTER,RUSH
42724,4,10,21,SF,LA,1,10,20,UNDER CENTER,RUSH
42725,4,9,52,SF,LA,2,6,24,SHOTGUN,PASS
42726,4,9,15,SF,LA,3,10,20,SHOTGUN,PASS
42728,4,4,21,LA,SF,1,10,20,UNDER CENTER,RUSH
42729,4,1,32,LA,SF,1,10,20,SHOTGUN,PASS
42731,5,12,3,LA,SF,1,10,19,UNDER CENTER,PASS
42732,5,11,55,LA,SF,2,10,19,SHOTGUN,RUSH
42733,4,0,40,SF,LA,1,10,2,UNDER CENTER,RUSH
42734,4,0,27,SF,LA,2,10,2,UNDER CENTER,RUSH
42736,4,0,24,SF,LA,3,10,2,UNDER CENTER,RUSH
42737,4,0,12,SF,LA,1,10,16,UNDER CENTER,RUSH
42739,5,15,0,SF,LA,1,10,20,UNDER CENTER,PASS
42740,5,14,35,SF,LA,2,5,25,UNDER CENTER,RUSH
42741,5,13,58,SF,LA,3,4,26,SHOTGUN,PASS
42742,1,8,25,CAR,JAX,2,14,86,SHOTGUN,PASS
42743,5,4,49,SF,LA,1,10,26,UNDER CENTER,PASS
42745,1,10,53,PIT,NE,2,28,58,UNDER CENTER,RUSH
42746,1,10,28,PIT,NE,3,22,64,SHOTGUN,PASS
42747,1,9,44,PIT,NE,4,12,74,FIELD GOAL,KICK
42748,2,6,0,NE,PIT,2,2,88,NO HUDDLE,RUSH
42749,2,0,7,PIT,NE,4,5,74,FIELD GOAL,KICK
42750,3,12,18,NE,PIT,1,10,56,UNDER CENTER,RUSH
42751,3,7,16,PIT,NE,2,1,99,UNDER CENTER,RUSH
42752,4,15,0,PIT,NE,1,8,92,SHOTGUN,RUSH
42753,4,11,0,NE,PIT,2,10,73,UNDER CENTER,RUSH
42754,1,12,17,CHI,GB,2,4,63,UNDER CENTER,PASS
42755,2,8,33,CHI,GB,2,4,96,UNDER CENTER,RUSH
42756,2,7,54,CHI,GB,3,1,99,UNDER CENTER,RUSH
42758,2,0,34,CHI,GB,3,4,59,NO HUDDLE SHOTGUN,PASS
42759,2,0,18,CHI,GB,2,10,68,SHOTGUN,PASS
42760,2,0,13,CHI,GB,3,10,68,FIELD GOAL,KICK
42761,3,5,42,CHI,GB,3,18,69,NO HUDDLE SHOTGUN,RUSH
42762,3,5,2,CHI,GB,4,13,74,FIELD GOAL,KICK
42763,4,7,48,CHI,GB,3,2,98,SHOTGUN,PASS
42764,4,3,2,GB,CHI,2,9,53,UNDER CENTER,PASS
42765,4,2,56,GB,CHI,2,4,58,UNDER CENTER,RUSH
42766,1,11,18,SEA,LA,2,10,60,SHOTGUN,PASS
42767,1,10,29,SEA,LA,3,3,67,SHOTGUN,PASS
42768,2,2,45,NE,HOU,1,10,59,UNDER CENTER,RUSH
42769,2,12,2,MIA,WAS,2,10,79,SHOTGUN,PASS
42770,2,11,26,MIA,WAS,3,4,85,SHOTGUN,PASS
42771,2,10,44,MIA,WAS,4,1,88,UNDER CENTER,RUSH
42772,2,2,0,NE,HOU,2,9,60,SHOTGUN,PASS
42773,2,6,31,WAS,MIA,1,10,61,UNDER CENTER,RUSH
42774,2,5,50,WAS,MIA,2,6,65,UNDER CENTER,RUSH
42775,2,5,6,WAS,MIA,3,4,67,SHOTGUN,PASS
42776,2,4,22,WAS,MIA,1,10,73,SHOTGUN,PASS
42777,2,3,35,WAS,MIA,2,6,77,UNDER CENTER,RUSH
42778,2,2,56,WAS,MIA,1,10,86,NO HUDDLE SHOTGUN,PASS
42779,1,7,58,CAR,JAX,3,25,75,SHOTGUN,PASS
42780,1,7,52,CAR,JAX,4,25,75,FIELD GOAL,KICK
42781,2,2,38,WAS,MIA,2,1,95,UNDER CENTER,RUSH
42782,2,2,5,WAS,MIA,1,1,99,UNDER CENTER,RUSH
42783,2,2,0,WAS,MIA,2,4,96,UNDER CENTER,PASS
42784,2,1,54,WAS,MIA,3,4,96,SHOTGUN,PASS
42786,3,11,36,BUF,IND,2,4,88,UNDER CENTER,RUSH
42787,3,6,47,IND,BUF,1,10,56,UNDER CENTER,RUSH
42788,3,6,12,IND,BUF,2,9,57,NO HUDDLE SHOTGUN,PASS
42789,3,4,2,IND,BUF,2,3,85,NO HUDDLE,RUSH
42790,3,3,25,IND,BUF,3,2,86,NO HUDDLE SHOTGUN,PASS
42791,3,2,52,IND,BUF,1,9,91,NO HUDDLE,PASS
42792,3,2,10,IND,BUF,2,6,94,NO HUDDLE SHOTGUN,RUSH
42793,3,1,46,IND,BUF,1,3,97,UNDER CENTER,PASS
42794,3,1,41,IND,BUF,2,3,97,UNDER CENTER,RUSH
42795,3,1,1,IND,BUF,3,2,98,UNDER CENTER,PASS
42796,3,0,57,IND,BUF,4,2,98,SHOTGUN,PASS
42801,3,9,25,SD,DET,4,1,93,FIELD GOAL,KICK
42802,3,4,9,SD,DET,3,6,88,SHOTGUN,PASS
42803,4,9,54,DET,SD,1,10,61,SHOTGUN,PASS
42804,4,9,49,DET,SD,2,10,61,UNDER CENTER,RUSH
42805,4,9,1,DET,SD,3,12,59,SHOTGUN,PASS
42806,4,9,0,DET,SD,4,12,59,PUNT,KICK
42807,1,12,50,BAL,SEA,1,10,63,UNDER CENTER,RUSH
42809,4,10,51,TB,TEN,1,5,55,NO HUDDLE SHOTGUN,RUSH
42810,2,0,24,NYG,DAL,3,12,78,NO HUDDLE SHOTGUN,PASS
42811,2,0,19,NYG,DAL,4,12,78,FIELD GOAL,KICK
42812,3,4,8,DAL,NYG,1,2,98,UNDER CENTER,PASS
42814,2,8,31,PHI,ATL,4,1,66,NO HUDDLE SHOTGUN,PASS
42815,2,7,54,PHI,ATL,1,10,84,NO HUDDLE SHOTGUN,RUSH
42816,4,10,54,ATL,PHI,4,6,74,FIELD GOAL,KICK
42817,4,2,55,SF,MIN,1,10,52,SHOTGUN,RUSH
42818,4,2,11,SF,MIN,2,7,55,SHOTGUN,RUSH
42819,4,2,0,SF,MIN,1,10,64,SHOTGUN,RUSH
42820,4,1,15,SF,MIN,2,5,69,UNDER CENTER,RUSH
42821,1,8,24,KC,DEN,2,5,95,SHOTGUN,PASS
42822,1,8,20,KC,DEN,3,5,95,SHOTGUN,PASS
42823,4,1,24,DEN,KC,3,8,61,SHOTGUN,PASS
42824,4,0,57,DEN,KC,1,10,76,NO HUDDLE SHOTGUN,PASS
42825,2,0,19,NE,HOU,1,1,99,UNDER CENTER,PASS
42827,4,0,13,HOU,CAR,4,16,80,SHOTGUN,PASS
42828,2,0,20,BUF,NE,2,17,50,NO HUDDLE SHOTGUN,PASS
42829,4,6,20,BUF,NE,1,10,64,SHOTGUN,PASS
42830,4,5,32,BUF,NE,2,6,93,SHOTGUN,RUSH
42832,4,3,18,NE,BUF,1,10,54,SHOTGUN,PASS
42833,4,2,39,NE,BUF,1,10,83,NO HUDDLE SHOTGUN,PASS
42834,4,2,28,NE,BUF,2,5,88,UNDER CENTER,RUSH
42835,3,2,55,ATL,NYG,2,9,51,UNDER CENTER,RUSH
42836,3,2,15,ATL,NYG,3,6,54,SHOTGUN,PASS
42837,3,1,39,ATL,NYG,1,10,64,SHOTGUN,RUSH
42838,3,1,0,ATL,NYG,2,7,67,UNDER CENTER,PASS
42839,3,0,29,ATL,NYG,1,10,79,UNDER CENTER,RUSH
